0.6,0.6,1.2,5.19994,0,5.19994
0.424269,0.42681,0.851079,5.19984,0.00127057,5.20111057
0.37687,0.350567,0.727437,5.1997,0.00328026,5.20298026
0.456979,0.44337,0.900349,4.50996,0.00609198,4.51605198
0.573533,0.490887,1.06442,4.03997,0.00970566,4.04967566
0.523695,0.448154,0.971849,3.68797,0.171944,3.859914
0.496987,0.414936,0.911923,3.4144,0.222123,3.636523
0.469879,0.388165,0.858044,3.19394,0.530203,3.724143
0.468029,0.365982,0.834011,3.01135,0.67603,3.68738
0.44657,0.34728,0.79385,2.85819,0.641761,3.499951
0.44342,0.331167,0.774587,2.72651,0.612518,3.339028
0.425408,0.31881,0.744218,2.61129,0.663782,3.275072
0.420312,0.308157,0.728469,2.50967,0.706789,3.216459
0.405037,0.297301,0.702338,2.41963,0.683921,3.103551
0.397564,0.287681,0.685245,2.33882,0.66408,3.0029
0.38495,0.278576,0.663526,2.26483,0.643754,2.908584
0.37825,0.270342,0.648592,2.1975,0.624975,2.822475
0.367618,0.262739,0.630357,2.13561,0.608602,2.744212
0.36204,0.2558,0.61784,2.07867,0.593152,2.671822
0.35288,0.249376,0.602256,2.0262,0.578995,2.605195
0.349308,0.243529,0.592837,1.97754,0.565515,2.543055
0.341315,0.241977,0.583292,1.93208,0.570619,2.502699
0.338935,0.241393,0.580328,1.88961,0.577235,2.466845
0.331869,0.237609,0.569478,1.84987,0.566345,2.416215
0.330308,0.234658,0.564966,1.81252,0.556755,2.369275
0.323976,0.232843,0.556819,1.7778,0.550337,2.328137
0.322895,0.232086,0.554981,1.74499,0.545475,2.290465
0.317125,0.230408,0.547533,1.71366,0.538142,2.251802
0.314425,0.229851,0.544276,1.68399,0.532149,2.216139
0.309201,0.228093,0.537294,1.65576,0.524636,2.180396
0.306739,0.227495,0.534234,1.6289,0.518263,2.147163
0.301945,0.223946,0.525891,1.60332,0.514452,2.117772
0.299933,0.220562,0.520495,1.57893,0.509725,2.088655
0.296089,0.217309,0.513398,1.55576,0.504589,2.060349
0.292812,0.214265,0.507077,1.53364,0.498858,2.032498
0.289863,0.212023,0.501886,1.51243,0.497723,2.010153
0.286349,0.209308,0.495657,1.49215,0.49527,1.98742
0.283678,0.209544,0.493222,1.47245,0.497787,1.970237
0.280411,0.208346,0.488757,1.4535,0.498413,1.951913
0.277633,0.209761,0.487394,1.43609,0.499214,1.935304
0.274836,0.209317,0.484153,1.41922,0.498418,1.917638
0.2727,0.208066,0.480766,1.4023,0.493991,1.896291
0.269795,0.205935,0.47573,1.38594,0.489042,1.874982
0.267476,0.203759,0.471235,1.3702,0.483456,1.853656
0.264968,0.201517,0.466485,1.35495,0.478132,1.833082
0.262839,0.199869,0.462708,1.34018,0.473144,1.813324
0.260453,0.197739,0.458192,1.32594,0.468106,1.794046
0.258775,0.195682,0.454457,1.31256,0.46369,1.77625
0.256337,0.194329,0.450666,1.29975,0.459993,1.759743
0.255255,0.192604,0.447859,1.28787,0.455376,1.743246
0.252791,0.190775,0.443566,1.27659,0.450959,1.727549
0.250516,0.192228,0.442744,1.26432,0.447822,1.712142
0.249129,0.191453,0.440582,1.25235,0.444152,1.696502
0.246907,0.191672,0.438579,1.24072,0.440192,1.680912
0.245759,0.190271,0.43603,1.22939,0.436178,1.665568
0.243926,0.189157,0.433083,1.21876,0.432344,1.651104
0.242279,0.187499,0.429778,1.20859,0.428917,1.637507
0.24046,0.1891,0.42956,1.19859,0.42605,1.62464
0.238969,0.188279,0.427248,1.18907,0.422757,1.611827
0.237179,0.19292,0.430099,1.17916,0.420891,1.600051
0.23582,0.193707,0.429527,1.16957,0.418332,1.587902
0.234363,0.193903,0.428266,1.16034,0.415032,1.575372
0.232756,0.192496,0.425252,1.15152,0.412114,1.563634
0.231499,0.192124,0.423623,1.14256,0.40977,1.55233
0.229856,0.190646,0.420502,1.13393,0.408195,1.542125
0.229091,0.189722,0.418813,1.12573,0.406607,1.532337
0.227384,0.188392,0.415776,1.11799,0.405928,1.523918
0.226255,0.187911,0.414166,1.10974,0.405121,1.514861
0.224696,0.186556,0.411252,1.10168,0.405322,1.507002
0.223846,0.185231,0.409077,1.09383,0.408507,1.502337
0.222276,0.185369,0.407645,1.08627,0.413074,1.499344
0.221723,0.185939,0.407662,1.07886,0.422895,1.501755
0.220204,0.190692,0.410896,1.07183,0.434186,1.506016
0.219377,0.190645,0.410022,1.06462,0.440983,1.505603
0.217913,0.194326,0.412239,1.0577,0.449112,1.506812
0.216868,0.193244,0.410112,1.05079,0.450325,1.501115
0.215491,0.194504,0.409995,1.0442,0.452524,1.496724
0.214291,0.193254,0.407545,1.0375,0.451717,1.489217
0.213039,0.193413,0.406452,1.03104,0.451624,1.482664
0.21199,0.192201,0.404191,1.02483,0.450076,1.474906
0.210706,0.192493,0.403199,1.01903,0.449075,1.468105
0.209432,0.191319,0.400751,1.0128,0.447689,1.460489
0.208435,0.191478,0.399913,1.00677,0.446817,1.453587
0.207285,0.190503,0.397788,1.00095,0.445916,1.446866
0.206138,0.192019,0.398157,0.995529,0.44553,1.441059
0.204976,0.191206,0.396182,0.990104,0.444254,1.434358
0.203897,0.193255,0.397152,0.985174,0.443388,1.428562
0.202831,0.193097,0.395928,0.97999,0.443191,1.423181
0.201711,0.196794,0.398505,0.975326,0.443438,1.418764
0.200594,0.196003,0.396597,0.970039,0.442185,1.412224
0.199588,0.19807,0.397658,0.96513,0.441233,1.406363
0.198562,0.197081,0.395643,0.959872,0.439649,1.399521
0.197826,0.198343,0.396169,0.954798,0.438283,1.393081
0.197493,0.198445,0.395938,0.949782,0.436365,1.386147
0.197686,0.197422,0.395108,0.94477,0.434383,1.379153
0.198119,0.198048,0.396167,0.940184,0.432534,1.372718
0.199061,0.197028,0.396089,0.935413,0.430645,1.366058
0.200816,0.200891,0.401707,0.931217,0.430603,1.36182
